ID	parentID	status	scientificName	authorship	rank	link
8898	2611	accepted	Sphenodon punctatus	(Gray, 1842)	species	https://www.speciesplus.net/species#/taxon_concepts/8898/legal
8918	xK9	accepted	Melanochelys tricarinata	(Blyth, 1856)	species	https://www.speciesplus.net/species#/taxon_concepts/8918/legal
8927	x35B	accepted	Tragopan melanocephalus	(Gray, 1829)	species	https://www.speciesplus.net/species#/taxon_concepts/8927/legal
8931	1371	accepted	Propithecus perrieri	Lavauden, 1931	species	https://www.speciesplus.net/species#/taxon_concepts/8931/legal
8933	xZL	accepted	Mitu mitu	(Linnaeus, 1766)	species	https://www.speciesplus.net/species#/taxon_concepts/8933/legal
8935	x88	accepted	Acinonyx jubatus	(Schreber, 1775)	species	https://www.speciesplus.net/species#/taxon_concepts/8935/legal
8941	xSX	accepted	Muntiacus crinifrons	(Sclater, 1885)	species	https://www.speciesplus.net/species#/taxon_concepts/8941/legal
8955	903	accepted	Brachylophus vitiensis	Gibbons, 1981	species	https://www.speciesplus.net/species#/taxon_concepts/8955/legal
8961	xDD	accepted	Amazona brasiliensis	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/8961/legal
8965	1326	accepted	Achatinella decipiens	Newcomb, 1854	species	https://www.speciesplus.net/species#/taxon_concepts/8965/legal
8966	x9C	accepted	Saguinus leucopus	(Günther, 1877)	species	https://www.speciesplus.net/species#/taxon_concepts/8966/legal
8972	xSZ	accepted	Epioblasma turgidula	(I. Lea, 1858)	species	https://www.speciesplus.net/species#/taxon_concepts/8972/legal
8978	x37Z	accepted	Cyanopsitta spixii	(Wagler, 1832)	species	https://www.speciesplus.net/species#/taxon_concepts/8978/legal
8985	x3BM	accepted	Catopuma temminckii	(Vigors & Horsfield, 1827)	species	https://www.speciesplus.net/species#/taxon_concepts/8985/legal
8986	1511	accepted	Anodorhynchus hyacinthinus	(Latham, 1790)	species	https://www.speciesplus.net/species#/taxon_concepts/8986/legal
8992	x3CX	accepted	Callimico goeldii	(Thomas, 1904)	species	https://www.speciesplus.net/species#/taxon_concepts/8992/legal
9020	xSQ	accepted	Chlamydotis macqueenii	(J. E. Gray, 1832)	species	https://www.speciesplus.net/species#/taxon_concepts/9020/legal
903	xD4	accepted	Brachylophus	Wagler, 1830	genus	https://www.speciesplus.net/species#/taxon_concepts/903/legal
9034	2545	accepted	Cyclura rileyi	Stejneger, 1903	species	https://www.speciesplus.net/species#/taxon_concepts/9034/legal
9048	2499	accepted	Berardius bairdii	Stejneger, 1883	species	https://www.speciesplus.net/species#/taxon_concepts/9048/legal
9052	xKT	accepted	Rhodonessa caryophyllacea	(Latham, 1790)	species	https://www.speciesplus.net/species#/taxon_concepts/9052/legal
9073	x9T	accepted	Crocodylus siamensis	Schneider, 1801	species	https://www.speciesplus.net/species#/taxon_concepts/9073/legal
9079	xSV	accepted	Asarcornis scutulata	(S. Müller, 1842)	species	https://www.speciesplus.net/species#/taxon_concepts/9079/legal
9080	x8X	accepted	Nipponia nippon	(Temminck, 1835)	species	https://www.speciesplus.net/species#/taxon_concepts/9080/legal
9144	x36R	accepted	Vini ultramarina	(Kuhl, 1820)	species	https://www.speciesplus.net/species#/taxon_concepts/9144/legal
9147	xX8	accepted	Totoaba macdonaldi	(Gilbert, 1890)	species	https://www.speciesplus.net/species#/taxon_concepts/9147/legal
9151	xCC	accepted	Prionailurus rubiginosus	(I. Geoffroy Saint-Hilaire, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/9151/legal
9169	xY7	accepted	Primolius maracana	(Vieillot, 1816)	species	https://www.speciesplus.net/species#/taxon_concepts/9169/legal
9206	1938	accepted	Hippocamelus antisensis	(d'Orbigny, 1834)	species	https://www.speciesplus.net/species#/taxon_concepts/9206/legal
9222	2047	accepted	Conolophus marthae	Gentile & Snell, 2009	species	https://www.speciesplus.net/species#/taxon_concepts/9222/legal
923	xN	accepted	Eubalaena	Gray, 1864	genus	https://www.speciesplus.net/species#/taxon_concepts/923/legal
9271	1558	accepted	Moschus chrysogaster	(Hodgson, 1839)	species	https://www.speciesplus.net/species#/taxon_concepts/9271/legal
9277	xTY	accepted	Nilssonia leithii	(Gray, 1872)	species	https://www.speciesplus.net/species#/taxon_concepts/9277/legal
9301	1836	accepted	Rhinopithecus avunculus	(Dollman, 1912)	species	https://www.speciesplus.net/species#/taxon_concepts/9301/legal
9311	xZG	accepted	Chasmistes cujus	Cope, 1883	species	https://www.speciesplus.net/species#/taxon_concepts/9311/legal
9314	xNQ	accepted	Larus relictus	Lönnberg, 1931	species	https://www.speciesplus.net/species#/taxon_concepts/9314/legal
9326	1037	accepted	Mirza coquereli	(A. Grandidier, 1867)	species	https://www.speciesplus.net/species#/taxon_concepts/9326/legal
9374	x3BR	accepted	Xanthopsar flavus	(Gmelin, 1788)	species	https://www.speciesplus.net/species#/taxon_concepts/9374/legal
9378	xWT	accepted	Naemorhedus goral	(Hardwicke, 1825)	species	https://www.speciesplus.net/species#/taxon_concepts/9378/legal
9382	xLZ	accepted	Orcaella brevirostris	(Owen in Gray, 1866)	species	https://www.speciesplus.net/species#/taxon_concepts/9382/legal
93882	12877	accepted	Phragmipedium anguloi	Braem, Teson & Manzur, 2014	species	https://www.speciesplus.net/species#/taxon_concepts/93882/legal
93908	13121	accepted	Strombocactus corregidorae		species	https://www.speciesplus.net/species#/taxon_concepts/93908/legal
9392	x57	accepted	Picathartes oreas	Reichenow, 1899	species	https://www.speciesplus.net/species#/taxon_concepts/9392/legal
93931	12629	accepted	Discocactus diersianus		species	https://www.speciesplus.net/species#/taxon_concepts/93931/legal
9406	2545	accepted	Cyclura cornuta	(Bonnaterre, 1789)	species	https://www.speciesplus.net/species#/taxon_concepts/9406/legal
9426	795	accepted	Microcebus berthae	Rasoloarison, Goodman & Ganzhorn, 2000	species	https://www.speciesplus.net/species#/taxon_concepts/9426/legal
9436	xDJ	accepted	Varanus griseus	(Daudin, 1803)	species	https://www.speciesplus.net/species#/taxon_concepts/9436/legal
944	x36K	accepted	Platanista		genus	https://www.speciesplus.net/species#/taxon_concepts/944/legal
9441	x3K	accepted	Falco newtoni	(Gurney, 1863)	species	https://www.speciesplus.net/species#/taxon_concepts/9441/legal
9445	x84	accepted	Balaenoptera physalus	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/9445/legal
94514	xG4	accepted	Aloidendron pillansii	(L.Guthrie) Klopper & Gideon F.Sm.	species	https://www.speciesplus.net/species#/taxon_concepts/94514/legal
94537	2002	accepted	Eulemur flavifrons	Gray, 1867	species	https://www.speciesplus.net/species#/taxon_concepts/94537/legal
9454	xMC	accepted	Trichechus inunguis	(Natterer, 1883)	species	https://www.speciesplus.net/species#/taxon_concepts/9454/legal
9477	1956	accepted	Nectophrynoides minutus	Perret, 1972	species	https://www.speciesplus.net/species#/taxon_concepts/9477/legal
9478	875	accepted	Phaner parienti	Groves & Tattersall, 1991	species	https://www.speciesplus.net/species#/taxon_concepts/9478/legal
9479	x59	accepted	Trachypithecus geei	Khajuria, 1956	species	https://www.speciesplus.net/species#/taxon_concepts/9479/legal
9492	x3B5	accepted	Ornithoptera alexandrae	(Rothschild, 1907)	species	https://www.speciesplus.net/species#/taxon_concepts/9492/legal
9500	903	accepted	Brachylophus fasciatus	(Brongniart, 1800)	species	https://www.speciesplus.net/species#/taxon_concepts/9500/legal
9506	x365	accepted	Acerodon jubatus	(Eschscholtz, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/9506/legal
9520	887	accepted	Andrias davidianus	(Blanchard, 1871)	species	https://www.speciesplus.net/species#/taxon_concepts/9520/legal
9524	xDD	accepted	Amazona vittata	(Boddaert, 1783)	species	https://www.speciesplus.net/species#/taxon_concepts/9524/legal
9538	2239	accepted	Lepilemur microdon	(Forsyth Major, 1894)	species	https://www.speciesplus.net/species#/taxon_concepts/9538/legal
9547	xDD	accepted	Amazona versicolor	(P. L. S. Müller, 1776)	species	https://www.speciesplus.net/species#/taxon_concepts/9547/legal
9554	xJ4	accepted	Geochelone elegans	(Schoepff, 1794)	species	https://www.speciesplus.net/species#/taxon_concepts/9554/legal
9556	xZJ	accepted	Lophura edwardsi	(Oustalet, 1896)	species	https://www.speciesplus.net/species#/taxon_concepts/9556/legal
9571	1747	accepted	Hapalemur occidentalis	Rumpler, 1975	species	https://www.speciesplus.net/species#/taxon_concepts/9571/legal
9575	x3CJ	accepted	Gopherus flavomarginatus	Legler, 1959	species	https://www.speciesplus.net/species#/taxon_concepts/9575/legal
9577	xCP	accepted	Pteropus tonganus	Quoy & Gaimard, 1830	species	https://www.speciesplus.net/species#/taxon_concepts/9577/legal
9599	xD6	accepted	Cyanoramphus forbesi	Rothschild, 1893	species	https://www.speciesplus.net/species#/taxon_concepts/9599/legal
9609	1005	accepted	Nomascus leucogenys	(Ogilby, 1840)	species	https://www.speciesplus.net/species#/taxon_concepts/9609/legal
9611	xNL	accepted	Gazella leptoceros	(F. Cuvier, 1842)	species	https://www.speciesplus.net/species#/taxon_concepts/9611/legal
9618	xGL	accepted	Cacatua goffiniana	(Finsch, 1863)	species	https://www.speciesplus.net/species#/taxon_concepts/9618/legal
9644	xPT	accepted	Psittacus erithacus	Linnaeus, 1758	species	https://www.speciesplus.net/species#/taxon_concepts/9644/legal
9670	xV	accepted	Semnopithecus priam	Blyth, 1844	species	https://www.speciesplus.net/species#/taxon_concepts/9670/legal
9694	1558	accepted	Moschus fuscus	Li, 1981	species	https://www.speciesplus.net/species#/taxon_concepts/9694/legal
970	258	accepted	Natator		genus	https://www.speciesplus.net/species#/taxon_concepts/970/legal
9710	xD6	accepted	Cyanoramphus novaezelandiae	(Sparrman, 1787)	species	https://www.speciesplus.net/species#/taxon_concepts/9710/legal
9727	xRM	accepted	Mimizuku gurneyi	(Tweeddale, 1879)	species	https://www.speciesplus.net/species#/taxon_concepts/9727/legal
9752	xWY	accepted	Astrochelys yniphora	(Vaillant, 1885)	species	https://www.speciesplus.net/species#/taxon_concepts/9752/legal
9799	xGN	accepted	Anas laysanensis	Rothschild, 1892	species	https://www.speciesplus.net/species#/taxon_concepts/9799/legal
9803	x33Q	accepted	Neophocaena phocaenoides	(G. Cuvier, 1829)	species	https://www.speciesplus.net/species#/taxon_concepts/9803/legal
9805	xM3	accepted	Psittacula echo	(Newton & Newton, 1876)	species	https://www.speciesplus.net/species#/taxon_concepts/9805/legal
9807	xDD	accepted	Amazona guildingii	(Vigors, 1837)	species	https://www.speciesplus.net/species#/taxon_concepts/9807/legal
98193	xKR	accepted	Ceratophora erdeleni	Pethiyagoda & Manamendra-Arachni, 1998	species	https://www.speciesplus.net/species#/taxon_concepts/98193/legal
98194	xKR	accepted	Ceratophora karu	Pethiyagoda & Manamendra-Arachni, 1998	species	https://www.speciesplus.net/species#/taxon_concepts/98194/legal
98196	xKR	accepted	Ceratophora tennentii	Günther, 1861	species	https://www.speciesplus.net/species#/taxon_concepts/98196/legal
98198	xS8	accepted	Cophotis ceylanica	Peters, 1861	species	https://www.speciesplus.net/species#/taxon_concepts/98198/legal
98199	xS8	accepted	Cophotis dumbara	Samarawickrama et al., 2006	species	https://www.speciesplus.net/species#/taxon_concepts/98199/legal
98270	xJ6	accepted	Achillides chikae hermeli	Nuyda, 1992	subspecies	https://www.speciesplus.net/species#/taxon_concepts/98270/legal
98271	xBL	accepted	Parides burchellanus	Westwood, 1872	species	https://www.speciesplus.net/species#/taxon_concepts/98271/legal
9829	xNB	accepted	Ursus arctos	Linnaeus, 1758	species	https://www.speciesplus.net/species#/taxon_concepts/9829/legal
9833	xCC	accepted	Prionailurus planiceps	(Vigors & Horsfield, 1827)	species	https://www.speciesplus.net/species#/taxon_concepts/9833/legal
98331	x39B	accepted	Gonatodes daudini	Powell & Henderson, 2005	species	https://www.speciesplus.net/species#/taxon_concepts/98331/legal
98335	xFK	accepted	Leopardus jacobita	(Cornalia, 1865)	species	https://www.speciesplus.net/species#/taxon_concepts/98335/legal
98337	xPC	accepted	Herpailurus yagouaroundi	(É. Geoffroy Saint-Hilaire, 1803)	species	https://www.speciesplus.net/species#/taxon_concepts/98337/legal
98355	12962	accepted	Paphiopedilum schlechterianum	O.Gruss (2013)	species	https://www.speciesplus.net/species#/taxon_concepts/98355/legal
98356	12962	accepted	Paphiopedilum dodyanum	Cavestro (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98356/legal
98357	12962	accepted	Paphiopedilum polystigmaticum	(Rchb.f.) Stein (1892)	species	https://www.speciesplus.net/species#/taxon_concepts/98357/legal
98358	12962	accepted	Paphiopedilum expansum	J.T.Atwood (1989)	species	https://www.speciesplus.net/species#/taxon_concepts/98358/legal
98359	12962	accepted	Paphiopedilum nataschae	Braem (2015)	species	https://www.speciesplus.net/species#/taxon_concepts/98359/legal
98360	12962	accepted	Paphiopedilum tamphianum	Aver. & O.Gruss (2016)	species	https://www.speciesplus.net/species#/taxon_concepts/98360/legal
98361	12962	accepted	Paphiopedilum stenolomum	Z.J.Liu, O.Gruss & L.J.Chen (2011)	species	https://www.speciesplus.net/species#/taxon_concepts/98361/legal
98362	12962	accepted	Paphiopedilum myanmaricum	Koop., Iamwir. & S.Laohap. (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98362/legal
98363	12962	accepted	Paphiopedilum vietenryanum	O.Gruss & Petchl. (2002)	species	https://www.speciesplus.net/species#/taxon_concepts/98363/legal
98365	12962	accepted	Paphiopedilum qingyongii	Z.J.Liu & L.J.Chen (2010)	species	https://www.speciesplus.net/species#/taxon_concepts/98365/legal
98366	12877	accepted	Phragmipedium christiansenianum	O.Gruss & Roeth (2001)	species	https://www.speciesplus.net/species#/taxon_concepts/98366/legal
98367	12962	accepted	Paphiopedilum platyphyllum	T.Yukawa (2001)	species	https://www.speciesplus.net/species#/taxon_concepts/98367/legal
98368	12962	accepted	Paphiopedilum pradhanii	Pradhan (1979)	species	https://www.speciesplus.net/species#/taxon_concepts/98368/legal
98369	12962	accepted	Paphiopedilum undulatum	Z.J.Liu & S.C.Chen (2009)	species	https://www.speciesplus.net/species#/taxon_concepts/98369/legal
98370	12962	accepted	Paphiopedilum herrmannii	F.Fuchs & H.Reisinger (1995)	species	https://www.speciesplus.net/species#/taxon_concepts/98370/legal
98371	12962	accepted	Paphiopedilum papilio-laoticus	Schuit., Luang Aphay & Lio (2018)	species	https://www.speciesplus.net/species#/taxon_concepts/98371/legal
98372	12962	accepted	Paphiopedilum littleanum		species	https://www.speciesplus.net/species#/taxon_concepts/98372/legal
98373	12962	accepted	Paphiopedilum lushuiense	Z.J.Liu & S.C.Chen (2009)	species	https://www.speciesplus.net/species#/taxon_concepts/98373/legal
98374	12962	accepted	Paphiopedilum petchleungianum	O.Gruss (2001)	species	https://www.speciesplus.net/species#/taxon_concepts/98374/legal
98375	12962	accepted	Paphiopedilum vejvarutianum	O.Gruss & Roellke (2003)	species	https://www.speciesplus.net/species#/taxon_concepts/98375/legal
98376	12962	accepted	Paphiopedilum parnatanum	Cavestro (1999)	species	https://www.speciesplus.net/species#/taxon_concepts/98376/legal
98377	12962	accepted	Paphiopedilum nitens	(Rchb.f.) Stein (1892)	species	https://www.speciesplus.net/species#/taxon_concepts/98377/legal
98378	12962	accepted	Paphiopedilum powellii	Christenson (1996)	species	https://www.speciesplus.net/species#/taxon_concepts/98378/legal
98379	12962	accepted	Paphiopedilum rungsuriyanum	O.Gruss, Rungruang, Chaisur. & Dionisio (2014)	species	https://www.speciesplus.net/species#/taxon_concepts/98379/legal
98380	12962	accepted	Paphiopedilum frankeanum	Rolfe (1908)	species	https://www.speciesplus.net/species#/taxon_concepts/98380/legal
98381	12962	accepted	Paphiopedilum sanjiangianum	Petchl. & O.Gruss (2009)	species	https://www.speciesplus.net/species#/taxon_concepts/98381/legal
98382	12962	accepted	Paphiopedilum crossianum	(Rchb.f.) Stein (1892)	species	https://www.speciesplus.net/species#/taxon_concepts/98382/legal
98383	12877	accepted	Phragmipedium ramiroi	Kolan. & Szlach. (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98383/legal
98385	12962	accepted	Paphiopedilum agusii	Cavestro (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98385/legal
98386	12962	accepted	Paphiopedilum anitanum	Cavestro (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98386/legal
98388	12962	accepted	Paphiopedilum dixlerianum	Braem & Chiron (2001)	species	https://www.speciesplus.net/species#/taxon_concepts/98388/legal
98389	12962	accepted	Paphiopedilum yingjiangense	Z.J.Liu & S.C.Chen (2007)	species	https://www.speciesplus.net/species#/taxon_concepts/98389/legal
98390	12962	accepted	Paphiopedilum wuliangshanicum	Z.J.Liu, O.Gruss & L.J.Chen (2011)	species	https://www.speciesplus.net/species#/taxon_concepts/98390/legal
98391	12962	accepted	Paphiopedilum rohmanii	Cavestro & O. Gruss (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98391/legal
98392	12877	accepted	Phragmipedium roethianum	O.Gruss & Kalina (1998)	species	https://www.speciesplus.net/species#/taxon_concepts/98392/legal
98393	12962	accepted	Paphiopedilum leeanum	O.Gruss (2015)	species	https://www.speciesplus.net/species#/taxon_concepts/98393/legal
98394	12962	accepted	Paphiopedilum lunatum	Metusala (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98394/legal
98396	12962	accepted	Paphiopedilum sugiyamanum	Cavestro (2001)	species	https://www.speciesplus.net/species#/taxon_concepts/98396/legal
98397	12962	accepted	Paphiopedilum inamorii	P.J.Cribb & A.L.Lamb (2011)	species	https://www.speciesplus.net/species#/taxon_concepts/98397/legal
98398	12962	accepted	Paphiopedilum glanzii	O.Gruss & Perner (2006)	species	https://www.speciesplus.net/species#/taxon_concepts/98398/legal
98399	12962	accepted	Paphiopedilum sinovillosum	Z.J.Liu & S.C.Chen (2004)	species	https://www.speciesplus.net/species#/taxon_concepts/98399/legal
98400	12962	accepted	Paphiopedilum shipwayae	Rolfe (1898)	species	https://www.speciesplus.net/species#/taxon_concepts/98400/legal
98401	12962	accepted	Paphiopedilum dalatense	Aver. (2002)	species	https://www.speciesplus.net/species#/taxon_concepts/98401/legal
98402	12877	accepted	Phragmipedium guianense	Sambin & Braem (2014)	species	https://www.speciesplus.net/species#/taxon_concepts/98402/legal
98403	12962	accepted	Paphiopedilum fanaticum	Koop. & N.Haseg. (1992)	species	https://www.speciesplus.net/species#/taxon_concepts/98403/legal
98404	12962	accepted	Paphiopedilum aspersum	Aver. (2002)	species	https://www.speciesplus.net/species#/taxon_concepts/98404/legal
98405	12962	accepted	Paphiopedilum robinsonianum	Cavestro (2014 publ., 2013)	species	https://www.speciesplus.net/species#/taxon_concepts/98405/legal
98406	12877	accepted	Phragmipedium humboldtii	(Warsz.) J.T.Atwood & Dressler (1998 publ., 1999)	species	https://www.speciesplus.net/species#/taxon_concepts/98406/legal
98407	12962	accepted	Paphiopedilum notatisepalum	Z.J.Liu, Meina Wang & S.R.Lan (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98407/legal
98408	12962	accepted	Paphiopedilum cribbii	Aver. (2006)	species	https://www.speciesplus.net/species#/taxon_concepts/98408/legal
98409	12962	accepted	Paphiopedilum viniferum	Koop. & N.Haseg. (2000)	species	https://www.speciesplus.net/species#/taxon_concepts/98409/legal
98410	12962	accepted	Paphiopedilum mattesii	Pittenauer ex Roeth & O.Gruss (1996)	species	https://www.speciesplus.net/species#/taxon_concepts/98410/legal
98411	12962	accepted	Paphiopedilum cornuatum	Z.J.Liu, O.Gruss & L.J.Chen (2011)	species	https://www.speciesplus.net/species#/taxon_concepts/98411/legal
98412	12962	accepted	Paphiopedilum canhii	Aver. & O.Gruss (2010)	species	https://www.speciesplus.net/species#/taxon_concepts/98412/legal
98413	12962	accepted	Paphiopedilum bungebelangi	Metusala (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98413/legal
98414	12962	accepted	Paphiopedilum huangrongshuanum	Petchl. & O.Gruss (2009)	species	https://www.speciesplus.net/species#/taxon_concepts/98414/legal
98415	12877	accepted	Phragmipedium pfitzerianum	O.Gruss (2013)	species	https://www.speciesplus.net/species#/taxon_concepts/98415/legal
98416	12962	accepted	Paphiopedilum zulhermanianum	Cavestro (2017)	species	https://www.speciesplus.net/species#/taxon_concepts/98416/legal
98417	12877	accepted	Phragmipedium brasiliense	Quene & O.Gruss (2003)	species	https://www.speciesplus.net/species#/taxon_concepts/98417/legal
98421	x3F	accepted	Echinocereus ferreiranus lindsayorum	(J.Meyrán) N.P.Taylor	subspecies	https://www.speciesplus.net/species#/taxon_concepts/98421/legal
98423	xWK	accepted	Ovis hodgsoni	Blyth, 1841	species	https://www.speciesplus.net/species#/taxon_concepts/98423/legal
98426	xJ6	accepted	Achillides chikae chikae		subspecies	https://www.speciesplus.net/species#/taxon_concepts/98426/legal
9843	x38K	accepted	Spheniscus humboldti	Meyen, 1834	species	https://www.speciesplus.net/species#/taxon_concepts/9843/legal
9849	x4G	accepted	Manis crassicaudata	Gray, 1827	species	https://www.speciesplus.net/species#/taxon_concepts/9849/legal
9850	x9T	accepted	Crocodylus rhombifer	Cuvier, 1807	species	https://www.speciesplus.net/species#/taxon_concepts/9850/legal
98502	12962	accepted	Paphiopedilum richardianum	Asher & Beaman	species	https://www.speciesplus.net/species#/taxon_concepts/98502/legal
9862	1776	accepted	Latimeria chalumnae	Smith, 1939	species	https://www.speciesplus.net/species#/taxon_concepts/9862/legal
9871	xLV	accepted	Aquila adalberti	Brehm, 1861	species	https://www.speciesplus.net/species#/taxon_concepts/9871/legal
98882	xFK	accepted	Leopardus guttulus	(Hensel, 1872)	species	https://www.speciesplus.net/species#/taxon_concepts/98882/legal
98993	12962	accepted	Paphiopedilum guangdongense	Z.J.Liu & L.J.Chen, 2010	species	https://www.speciesplus.net/species#/taxon_concepts/98993/legal
98994	12962	accepted	Paphiopedilum yunnanicum	Z.J.Liu & S.C.Chen, 2009	species	https://www.speciesplus.net/species#/taxon_concepts/98994/legal
9902	xHC	accepted	Equus przewalskii	Poliakov, 1881	species	https://www.speciesplus.net/species#/taxon_concepts/9902/legal
9909	2002	accepted	Eulemur rubriventer	(I. Geoffroy, 1850)	species	https://www.speciesplus.net/species#/taxon_concepts/9909/legal
9919	x37X	accepted	Pithecophaga jefferyi	Ogilvie-Grant, 1897	species	https://www.speciesplus.net/species#/taxon_concepts/9919/legal
9941	xPK	accepted	Geoclemys hamiltonii	(Gray, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/9941/legal
99578	30260	accepted	Hoolock tianxing	Fan, He, Chen, Ortiz, Zhang, Zhao, Li, Zhang, Kimock, Wang, Groves, Turvey, Roos, Helgen & Jiang, 2017	species	https://www.speciesplus.net/species#/taxon_concepts/99578/legal
997	x4X	accepted	Acrantophis	Jan, 1863	genus	https://www.speciesplus.net/species#/taxon_concepts/997/legal
9986	x323	accepted	Pelecanus crispus	Bruch, 1832	species	https://www.speciesplus.net/species#/taxon_concepts/9986/legal
x4		accepted	Animalia		kingdom	
x33	xZ	accepted	Zamiaceae		family	
x323	xZZ	accepted	Pelecanus		genus	
x325	xD8	accepted	Apalone		genus	
x327	x3C	accepted	Pachycereus		genus	
x329	xMY	accepted	Aceros		genus	
x32C	xC7	accepted	Plethobasus		genus	
x32F	xBX	accepted	Catreus		genus	
x32H	x5H	accepted	Ateles		genus	
x32K	x86	accepted	Puma		genus	
x32M	x3P	accepted	Dama		genus	
x32P	x99	accepted	Callithrix		genus	
x32R	x37	accepted	Mexipedium		genus	
x32T	xS	accepted	Cercopithecus		genus	
x32W	xC7	accepted	Dromus		genus	
x32Y	xL	accepted	Iniidae		family	
x332	x32Y	accepted	Lipotes		genus	
x334	xX	accepted	Violales		order	
x336	x334	accepted	Fouquieriaceae		family	
x338	x336	accepted	Fouquieria		genus	
x33B	x5Y	accepted	Lontra		genus	
x33D	xBX	accepted	Rheinardia		genus	
x33G	x9P	accepted	Gavialidae		family	
x33J	x33G	accepted	Gavialis		genus	
x33L	xF9	accepted	Vipera		genus	
x33N	xL	accepted	Phocoenidae		family	
x33Q	x33N	accepted	Neophocaena		genus	
x33S	x3M	accepted	Camelidae		family	
x33V	x33S	accepted	Vicugna		genus	
x33X	xB6	accepted	Capricornis		genus	
x33Z	x82	accepted	Megaptera		genus	
x35	xX	accepted	Orchidales		order	
x343	xRH	accepted	Tytonidae		family	
x345	x343	accepted	Tyto		genus	
x347	xB2	accepted	Alligator		genus	
x349	x6L	accepted	Ognorhynchus		genus	
x34C	xDS	accepted	Siluriformes		order	
x34F	x34C	accepted	Pangasiidae		family	
x34H	x34F	accepted	Pangasianodon		genus	
x34K	x3P	accepted	Cervus		genus	
x34M	xS	accepted	Simias		genus	
x34P	x8	accepted	Struthioniformes		order	
x34R	x34P	accepted	Struthionidae		family	
x34T	x34R	accepted	Struthio		genus	
x34W	xL	accepted	Neobalaenidae		family	
x34Y	x34W	accepted	Caperea		genus	
x352	x4J	accepted	Kinosternidae		family	
x354	x352	accepted	Kinosternon		genus	
x356	x44	accepted	Lacertidae		family	
x358	x356	accepted	Gallotia		genus	
x35B	xBX	accepted	Tragopan		genus	
x35D	xB2	accepted	Melanosuchus		genus	
x35G	x8Q	accepted	Mauremys		genus	
x35J	xRK	accepted	Heteroglaux		genus	
x35L	x4L	accepted	Kinixys		genus	
x35N	x5Y	accepted	Pteronura		genus	
x35Q	x6L	accepted	Eunymphicus		genus	
x35S	xB6	accepted	Pantholops		genus	
x35V	xQ	accepted	Daubentoniidae		family	
x35X	x35V	accepted	Daubentonia		genus	
x35Z	x6Z	accepted	Penelope		genus	
x37	x35	accepted	Orchidaceae		family	
x363	x5Y	accepted	Mustela		genus	
x365	xCM	accepted	Acerodon		genus	
x367	xZ	accepted	Cycadaceae		family	
x369	x367	accepted	Cycas		genus	
x36C	xQL	accepted	Terrapene		genus	
x36F	xM7	accepted	Dugongidae		family	
x36H	x36F	accepted	Dugong		genus	
x36K	xL	accepted	Platanistidae		family	
x36M	xGD	accepted	Houbaropsis		genus	
x36P	xB6	accepted	Nanger		genus	
x36R	xFF	accepted	Vini		genus	
x36T	x8	accepted	Rheiformes		order	
x36W	x36T	accepted	Rheidae		family	
x36Y	x36W	accepted	Pterocnemia		genus	
x372	xL4	accepted	Araucariaceae		family	
x374	x372	accepted	Araucaria		genus	
x376	xN	accepted	Balaena		genus	
x378	xN8	accepted	Melursus		genus	
x37B	x53	accepted	Emberizidae		family	
x37D	x37B	accepted	Sporophila		genus	
x37G	xS	accepted	Piliocolobus		genus	
x37J	xB6	accepted	Capra		genus	
x37L	x4L	accepted	Testudo		genus	
x37N	x39	accepted	Anacampserotaceae		family	
x37Q	x37N	accepted	Anacampseros		genus	
x37S	x6Z	accepted	Crax		genus	
x37V	xN8	accepted	Ailuropoda		genus	
x37X	xD	accepted	Pithecophaga		genus	
x37Z	x6L	accepted	Cyanopsitta		genus	
x39	xX	accepted	Caryophyllales		order	
x383	x6D	accepted	Telmatobiidae		family	
x385	x383	accepted	Telmatobius		genus	
x387	x6L	accepted	Pionopsitta		genus	
x389	x53	accepted	Pycnonotidae		family	
x38C	x389	accepted	Pycnonotus		genus	
x38F	x8	accepted	Sphenisciformes		order	
x38H	x38F	accepted	Spheniscidae		family	
x38K	x38H	accepted	Spheniscus		genus	
x38M	xL6	accepted	Fitzroya		genus	
x38P	xMY	accepted	Buceros		genus	
x38R	xZS	accepted	Salamandridae		family	
x38T	x38R	accepted	Neurergus		genus	
x38W	x5R	accepted	Carcharhiniformes		order	
x38Y	x38W	accepted	Carcharhinidae		family	
x392	x38Y	accepted	Carcharhinus		genus	
x394	x4J	accepted	Dermochelyidae		family	
x396	x394	accepted	Dermochelys		genus	
x398	xS	accepted	Nasalis		genus	
x39B	xS4	accepted	Gonatodes		genus	
